"Last date the gear was known to be at this locaiton / La date à laquelle l’engin a été repéré à cet endroit pour
la dernière fois",Gear Type / Type d’engin,Number of Units / Nombre d’engins perdus ,Estimated Length of Netting Lost / Longueur estimée de filets perdus,Estimated Length of Rope Lost / Longueur estimée de corde perdue,Latitude,Longitude
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,47.8419,-65.0733
2019-05-23,CASIER/CAGE - TRAP/POT,1,0,0,47.8353,-65.0817
2019-06-17,CASIER/CAGE - TRAP/POT,9,0,0,45.8828,-61.8994
2019-06-03,CASIER/CAGE - TRAP/POT,2,0,0,47.4667,-64.7064
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,45.8611,-61.8881
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,47.7997,-64.5136
2019-06-25,CASIER/CAGE - TRAP/POT,3,0,0,47.8164,-64.5331
2019-09-16,CASIER/CAGE - TRAP/POT,2,0,0,46.5894,-64.5697
2019-09-03,CASIER/CAGE - TRAP/POT,1,0,0,46.145,-63.5133
2019-09-11,CASIER/CAGE - TRAP/POT,2,0,0,46.1178,-63.6331
2019-09-13,CASIER/CAGE - TRAP/POT,7,0,0,46.1017,-63.6494
2019-05-31,CASIER/CAGE - TRAP/POT,6,0,0,47.8433,-64.9542
2019-05-09,CASIER/CAGE - TRAP/POT,1,0,0,47.7753,-64.5411
2019-05-16,CASIER/CAGE - TRAP/POT,1,0,0,47.8158,-64.5017
2019-06-05,CASIER/CAGE - TRAP/POT,1,0,0,47.7803,-64.5656
2019-06-24,CASIER/CAGE - TRAP/POT,1,0,0,47.7769,-64.5719
2019-05-23,CASIER/CAGE - TRAP/POT,7,0,0,47.8981,-64.6331
2019-06-17,CASIER/CAGE - TRAP/POT,66,0,0,45.8222,-63.2583
2019-05-20,CASIER/CAGE - TRAP/POT,1,0,0,47.4639,-64.8533
2019-05-13,CASIER/CAGE - TRAP/POT,1,0,0,47.8531,-65.0214
2019-05-31,CASIER/CAGE - TRAP/POT,1,0,0,47.8422,-65.0664
2019-05-23,CASIER/CAGE - TRAP/POT,4,0,0,45.8825,-61.8939
2019-06-24,CASIER/CAGE - TRAP/POT,2,0,0,45.89,-61.9133
2019-05-06,CASIER/CAGE - TRAP/POT,1,0,0,48.03,-64.3819
2019-08-21,CASIER/CAGE - TRAP/POT,3,0,0,46.4053,-64.3536
2019-09-09,CASIER/CAGE - TRAP/POT,5,0,0,46.6136,-64.3939
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,48.0586,-62.2164
2019-05-10,CASIER/CAGE - TRAP/POT,1,0,0,48.0753,-62.2164
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,0,47.3194,-60.8958
2019-06-18,CASIER/CAGE - TRAP/POT,1,0,0,47.3331,-60.8831
2019-06-25,CASIER/CAGE - TRAP/POT,1,0,0,47.3664,-61.01
N/A,CASIER/CAGE - TRAP/POT,11,0,1980,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,11,0,1980,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,11,0,1980,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,11,0,1980,See Notes,See Notes
2019-10-09,CASIER/CAGE - TRAP/POT,2,0,40,"46°18'438"" N","64°03'345"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°31'970"" N","64°26'999"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°31'345"" N","64°25'362"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°37'837"" N","64°34'979"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'420"" N","64°27'908"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°37'438"" N","64°35'361"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°40'189"" N","64°33'590"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'420"" N","64°27'908"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°40'189"" N","64°33'590"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,3,0,70,"46°40'189"" N","64°33'590"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'420"" N","64°27'908"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°40'940"" N","64°41'318"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°37'438"" N","64°35'361"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°40'940"" N","64°41'318"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°41'740"" N","64°39'496"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,3,0,70,"46°41'740"" N","64°39'496"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,3,0,70,"46°41'740"" N","64°39'496"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,3,0,70,"46°41'740"" N","64°39'496"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,3,0,70,"46°40'189"" N","64°33'590"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,3,0,70,"46°40'940"" N","64°41'318"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,3,0,70,"46°37'837"" N","64°34'979"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,1,0,70,"46°32'420"" N","64°27'908"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,2,0,70,"46°31'345"" N","64°25'362"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,3,0,70,"46°39'239"" N","64°33'372"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,2,0,70,"46°33'344"" N","64°29'126"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,1,0,70,"46°37'438"" N","64°35'361"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,1,0,70,"46°32'420"" N","64°27'908"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,1,0,70,"46°31'970"" N","64°26'999"" W"
2019-09-27,CASIER/CAGE - TRAP/POT,1,0,70,"46°35'566"" N","64°32'198"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'961"" N","64°31'736"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°43'408"" N","64°34'467"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°32'420"" N","64°27'908"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°43'408"" N","64°34'467"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°37'438"" N","64°35'361"" W"
2019-10-06,CASIER/CAGE - TRAP/POT,2,0,70,"46°41'740"" N","64°39'496"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°36'961"" N","64°31'736"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,2,0,70,"46°43'408"" N","64°34'467"" W"
2019-09-07,CASIER/CAGE - TRAP/POT,1,0,5,"46°18'791"" N","64°30'656"" W"
2019-08-10,CASIER/CAGE - TRAP/POT,22,0,0,"46°17'504"" N","63°53'609"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,4,0,70,"46°35'043"" N","64°33'905"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,70,"46°31'832"" N","64°28'711"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,2,0,60,"46°09'066"" N","63°39'599"" W"
2019-10-09,LONGLINE-PALANGNE,1,0,6000,"47°07'731"" N","60°33'022"" W"
2019-10-09,LONGLINE-PALANGNE,1,0,10800,"47°05'946"" N","60°33'539"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,4,0,336,"46°00'665"" N","63°45'014"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°05'53"" N","63°39'00"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"45°55'54"" N","63°44'47"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°07'00"" N","63°36'97"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"45°58'97"" N","63°37'09"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°05'78"" N","63°39'30"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°00'08"" N","63°36'25"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°02'85"" N","63°34'13"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°03'52"" N","63°39'20"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°02'97"" N","63°33'97"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°03'76"" N","63°37'15"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"46°05'15"" N","63°32'28"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,220,"45°58'45"" N","63°49'89"" W"
2019-09-12,CASIER/CAGE - TRAP/POT,38,0,5320,See Notes,See Notes
2019-08-08,CASIER/CAGE - TRAP/POT,50,0,4625,"46°36'258"" N","64°27'034"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°36'37"" N","64°23'94"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°40'82"" N","64°27'26"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°39'18"" N","64°25'39"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°36'64"" N","64°25'07"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°36'42"" N","64°24'44"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°36'37"" N","64°23'94"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°36'19"" N","64°23'52"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°35'85"" N","64°22'47"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°34'97"" N","64°21'98"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°33'23"" N","64°19'55"" W"
2019-08-09,CASIER/CAGE - TRAP/POT,1,0,200,"46°32'12"" N","64°16'74"" W"
2019-10-07,CASIER/CAGE - TRAP/POT,1,0,144,"46°11'77"" N","63°43'41"" W"
2019-08-10,CASIER/CAGE - TRAP/POT,25,0,3654,"46°44'514"" N","64°40'937"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°34'708"" N","64°16'667"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°34'650"" N","64°17'373"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°36'215"" N","64°22'884"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°36'162"" N","64°23'246"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°36'393"" N","64°23'582"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°34'899"" N","64°24'125"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°34'240"" N","64°23'789"" W"
2012-08-08,CASIER/CAGE - TRAP/POT,16,0,180,"46°34'240"" N","64°19'002"" W"
2019-09-20,CASIER/CAGE - TRAP/POT,1,0,100,"46°56'245"" N","64°29'515"" W"
N/A,CASIER/CAGE - TRAP/POT,0,0,0,See Notes,See Notes
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°35'639"" N","64°20'701"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°35'245"" N","64°20'011"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°34'092"" N","64°22'931"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°34'163"" N","64°22'944"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°34'203"" N","64°22'782"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°34'439"" N","64°22'452"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°34'630"" N","64°22'559"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°35'128"" N","64°23'212"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°35'404"" N","64°24'498"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°35'724"" N","64°24'227"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°36'702"" N","64°25'145"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,0,0,0,"46°38'240"" N","64°27'871"" W"
2019-10-07,CASIER/CAGE - TRAP/POT,1,0,150,"46°12'371"" N","63°42'768"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,4,0,150,"46°14'557"" N","63°46'472"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,1,0,120,"46°13'881"" N","63°53'590"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,2,0,60,"46°13'351"" N","63°44'154"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,2,0,60,"46°14'804"" N","63°42'617"" W"
2019-08-31,CASIER/CAGE - TRAP/POT,1,0,40,See Notes,See Notes
2019-08-31,CASIER/CAGE - TRAP/POT,1,0,40,See Notes,See Notes
2019-08-31,CASIER/CAGE - TRAP/POT,1,0,40,See Notes,See Notes
2019-09-03,CASIER/CAGE - TRAP/POT,2,0,20,See Notes,See Notes
2019-09-09,CASIER/CAGE - TRAP/POT,1,0,0,See Notes,See Notes
2019-09-18,CASIER/CAGE - TRAP/POT,5,0,40,See Notes,See Notes
2019-09-18,CASIER/CAGE - TRAP/POT,5,0,40,See Notes,See Notes
2019-09-18,CASIER/CAGE - TRAP/POT,5,0,40,See Notes,See Notes
2019-08-15,CASIER/CAGE - TRAP/POT,2,0,20,See Notes,See Notes
2019-08-26,CASIER/CAGE - TRAP/POT,2,0,20,See Notes,See Notes
2019-09-09,CASIER/CAGE - TRAP/POT,7,0,0,"46°13'759"" N","63°52'883"" W"
2019-10-01,FILET - NET,0,150,150,"49°36'595"" N","55°34'815"" W"
2019-10-04,CASIER/CAGE - TRAP/POT,40,0,4000,"46°42'868"" N","64°42'234"" W"
2019-09-20,CASIER/CAGE - TRAP/POT,5,0,500,"46°17'186"" N","63°69'045"" W"
2019-10-25,CASIER/CAGE - TRAP/POT,15,0,2220,"44°44'240"" N","65°47'202"" W"
N/A,CASIER/CAGE - TRAP/POT,1,0,170,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,1,0,170,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,1,0,170,See Notes,See Notes
N/A,CASIER/CAGE - TRAP/POT,1,0,170,See Notes,See Notes
2019-10-01,FILET - NET,3,2/6,0,"47°21'46"" N","62°03'31"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°15'76"" N","64°03'34"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°16'88"" N","64°01'99"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°19'50"" N","64°05'51"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°18'697"" N","64°08'04"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°20'547"" N","64°13'99"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°21'54"" N","64°12'86"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°17'20"" N","64°10'87"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°17'89"" N","64°09'37"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°15'16"" N","64°10'59"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°15'91"" N","64°09'56"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°17'63"" N","64°14'53"" W"
2019-08-30,CASIER/CAGE - TRAP/POT,1,0,45,"46°18'56"" N","64°13'30"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°20'96"" N","63°65'40"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°14'54"" N","63°43'02"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°19'68"" N","63°59'30"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°16'81"" N","63°59'59"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°14'978"" N","63°42'071"" W"
2019-10-08,CASIER/CAGE - TRAP/POT,1,0,150,"46°18'88"" N","63°60'99"" W"
2019-09-10,CASIER/CAGE - TRAP/POT,3,0,0,"46°13'351"" N","64°04'402"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°28'349"" N","64°25'896"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°28'844"" N","64°26'223"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°29'150"" N","64°27'423"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°31'391"" N","64°27'842"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°29'780"" N","64°22'449"" W"
2019-08-29,CASIER/CAGE - TRAP/POT,1,0,150,"46°30'124"" N","64°22'963"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°30'897"" N","64°25'268"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°29'658"" N","64°24'241"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°27'948"" N","64°25'505"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°30'058"" N","64°26'896"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°32'064"" N","64°28'496"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°29'288"" N","64°21'781"" W"
2019-10-05,CASIER/CAGE - TRAP/POT,1,0,142.86,"46°30'637"" N","64°23'645"" W"
2019-08-18,CASIER/CAGE - TRAP/POT,1,0,150,"46°26'902"" N","64°24'686"" W"
2019-08-18,CASIER/CAGE - TRAP/POT,1,0,150,"46°32'730"" N","64°29'133"" W"
2019-08-18,CASIER/CAGE - TRAP/POT,1,0,150,"46°30'105"" N","64°22'877"" W"
2019-10-09,CASIER/CAGE - TRAP/POT,10,0,0,See Notes,See Notes
2019-10-09,LONGLINE-PALANGNE,2,0,0,"47°07'92"" N","60°34'36"" W"
2019-09-28,LONGLINE-PALANGNE,2,0,0,"45°51'818"" N","61°47'511"" W"
2019-11-17,CASIER/CAGE - TRAP/POT,18,0,2760,See Notes,See Notes
2019-11-21,AUTRE - OTHER,1,175,0,"44°29'46"" N","66°26'65"" W"
2019-11-14,CASIER/CAGE - TRAP/POT,1,0,480,"44°23'03"" N","63°25'27"" W"
2019-11-27,CASIER/CAGE - TRAP/POT,2,0,0,See Notes,See Notes
2019-09-17,CASIER/CAGE - TRAP/POT,7,0,1000,"46°33'57"" N","64°24'88"" W"
2019-11-30,CASIER/CAGE - TRAP/POT,4,0,0,"43°15'00"" N","66°04'40"" W"
2019-11-28,CASIER/CAGE - TRAP/POT,1,0,0,"45°21'"" N","60°58'"" W"
2019-12-02,CASIER/CAGE - TRAP/POT,1,0,18,"45°21'"" N","60°56'"" W"
2019-12-01,CASIER/CAGE - TRAP/POT,0,0,0,"42°56'54"" N","66°06'03"" W"
2019-11-27,CASIER/CAGE - TRAP/POT,1,0,0,"43°30'43"" N","66°50'27"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
,,,,,"°'"" N","°'"" W"
